date,avg_co,co_resid,wind_power_dir_avg,power_norm,speed_norm
23jun2003,1.08125,.7316513,206.1287,25.84606,38.18876
24jun2003,1.195455,.8724233,202.5781,53.06941,49.51405
25jun2003,1.641667,1.313914,213.2345,56.716,50.94437
26jun2003,1.104167,.9911239,280.5311,99.36405,55.46531
27jun2003,1.579167,1.312225,234.1339,45.90635,48.25156
28jun2003,1.575,1.298901,236.2108,31.98077,37.06953
29jun2003,1.429167,1.290904,262.9684,21.95512,32.81058
30jun2003,2.2375,1.973737,127.4243,6.472234,12.99268
01jul2003,2.270833,1.924439,85.65623,21.24684,26.88592
02jul2003,2.078261,1.727146,107.7639,11.02192,17.17167
03jul2003,1.783333,1.351352,229.7155,34.49881,40.37119
04jul2003,1.283333,.8213575,278.8817,10.95504,20.06997
05jul2003,1.470833,.9997005,223.8333,21.75443,18.55098
06jul2003,1.354167,.9396654,181.7177,19.22545,23.80524
07jul2003,1.420833,.9620365,244.1834,55.42773,38.79115
08jul2003,1.252174,.9869845,78.93594,15.30075,20.86168
09jul2003,1.054167,.8269569,88.25157,19.54247,28.4429
10jul2003,1.0125,.7475585,258.183,74.08481,50.73925
11jul2003,.775,.4800642,282.8214,77.03664,53.03484
12jul2003,1.270833,.9667407,50.14803,3.23432,3.744602
13jul2003,1.683333,1.435872,142.5583,5.860363,13.88182
14jul2003,1.741667,1.368705,184.8139,27.34447,31.45321
15jul2003,.8291667,.4827727,294.7913,36.34065,21.53058
16jul2003,1.43913,1.16922,118.5934,10.99104,14.01637
23jul2003,.276087,.0488772,18.4981,50.49721,47.59432
24jul2003,1.09375,.8288084,92.86324,9.830339,14.88712
25jul2003,1.3,.9238597,212.0662,47.91665,45.40585
26jul2003,1.004167,.6188695,213.1526,107.8993,63.37354
27jul2003,.44375,.1962888,3.22797,9.006208,10.08534
28jul2003,.475,.2259438,36.04219,15.86617,29.0203
29jul2003,1.314583,1.049394,92.05881,4.247414,9.732411
30jul2003,1.475,1.123885,212.6706,13.98976,29.92725
31jul2003,1.2125,.8663539,210.2124,16.59339,32.12148
01aug2003,1.856522,1.519959,262.1613,19.56738,33.63259
02aug2003,2.258333,1.998449,238.7991,21.16602,32.67482
03aug2003,2.091667,1.969619,182.4874,12.23736,17.7525
04aug2003,1.579167,1.412823,31.04955,16.15165,24.26621
05aug2003,1.852174,1.712398,77.29293,3.349799,4.737284
06aug2003,1.658333,1.432631,280.7163,1.011199,7.22094
07aug2003,.7166667,.5771382,29.45602,53.08818,43.65352
08aug2003,.5375,.3679773,21.49964,67.15734,53.80056
09aug2003,.5791667,.400487,22.58355,35.62132,41.16516
10aug2003,1.229167,1.025914,57.33007,7.492822,15.4973
11aug2003,.9,.7763569,16.88977,36.39418,35.74013
12aug2003,.525,.3852236,45.08386,56.39856,51.22126
13aug2003,.7041667,.5596693,62.6489,22.94149,36.42991
14aug2003,1.5625,1.341767,89.47578,10.90453,25.72311
15aug2003,1.26087,.9243068,291.2155,16.16327,27.34131
16aug2003,.6458334,.3001137,306.9757,20.93765,27.94025
17aug2003,.8458334,.6425808,85.29214,34.57036,40.19353
18aug2003,1.508333,1.260785,104.0664,14.63871,27.68109
19aug2003,1.608333,1.387352,172.9756,10.61199,26.62057
20aug2003,1.375,1.063463,191.7631,29.0781,40.13291
21aug2003,1.0125,.7059315,239.5055,56.50124,43.64346
22aug2003,.5291667,.359644,32.79642,74.91778,55.31685
23aug2003,.8166667,.637987,76.00793,16.15061,25.95449
24aug2003,1.245833,1.042581,230.515,47.93947,41.38057
25aug2003,1.179167,.8457829,228.2505,11.63817,18.94977
26aug2003,1.239583,.932767,248.6807,35.5197,41.11341
27aug2003,.4375,.2117982,41.54786,48.4295,37.75013
28aug2003,1.189583,.8830147,194.7699,34.11592,31.32468
29aug2003,.8583333,.6888106,68.66554,4.169072,1.221491
30aug2003,.425,.289021,61.69327,53.51881,51.4278
31aug2003,1.033333,.9539859,92.28522,25.34631,38.88078
01sep2003,.3020833,.1916575,68.75677,51.85661,51.69647
02sep2003,.9458333,.7768594,80.05329,24.15681,32.6742
03sep2003,1,.7024,267.2755,30.3386,33.30178
04sep2003,.4479167,.2791905,19.88383,31.14274,36.63906
05sep2003,1.691667,1.492946,127.9786,10.94063,14.49745
06sep2003,1.429167,1.178589,221.0869,7.331852,24.72051
07sep2003,1.333333,1.058183,222.6479,10.24004,27.3228
08sep2003,1.8125,1.574258,153.2779,4.340918,16.57853
09sep2003,1.679167,1.467492,106.9367,14.76292,26.56723
10sep2003,1.5,1.283604,114.4092,22.96566,33.80714
11sep2003,1.2375,.9448687,138.58,49.86315,48.66138
12sep2003,1.183333,.9419124,173.2047,26.39634,39.89349
13sep2003,1.1125,.7807176,177.8482,35.06997,44.41972
14sep2003,.675,.4810537,236.5546,28.97198,27.03212
15sep2003,.96875,.7732087,258.7859,30.77709,34.89807
16sep2003,1.420833,1.127954,223.5933,20.49634,32.56452
17sep2003,1.316667,1.019067,160.9189,45.86683,41.09524
18sep2003,1.416667,1.20524,126.6748,24.92361,36.09044
19sep2003,.65625,.5426452,296.2596,70.6085,45.2818
20sep2003,1.241667,1.033789,89.1236,12.06257,12.39953
21sep2003,1.270833,1.076887,164.8166,39.53613,41.87457
22sep2003,.8166667,.6211253,277.5816,43.92264,38.36076
23sep2003,1.025,.8560261,260.9925,34.42842,37.80041
24sep2003,.95,.7763051,219.668,38.8802,36.20496
25sep2003,1.033333,.97911,314.9864,6.142657,8.487443
26sep2003,1.3375,1.223895,196.3805,29.13073,35.05974
27sep2003,.8666667,.7439049,266.0911,73.91765,53.7131
28sep2003,.575,.5382571,309.2414,46.99637,46.54549
29sep2003,1.0375,.9564615,283.6039,21.9338,33.99951
30sep2003,1.114286,1.059815,279.1873,38.3256,42.68246
01oct2003,1.1625,.6022099,309.9166,46.73312,38.18809
02oct2003,1.429167,.8738453,269.6985,7.278656,18.98769
03oct2003,1.35,.7646845,214.9391,56.90129,40.80432
04oct2003,1.470833,.8117229,291.2526,13.8556,23.6327
05oct2003,1.416667,.8141878,80.56445,10.23089,20.20044
06oct2003,1.991667,1.344892,93.44572,11.74572,27.10233
07oct2003,1.958333,1.180923,231.4179,19.27154,31.00469
08oct2003,1.941667,1.159535,220.7377,12.01004,25.4262
09oct2003,2.475,1.740538,153.5905,6.349026,19.24979
10oct2003,1.870833,1.063676,95.27673,15.39127,25.25933
11oct2003,1.6,.7836861,195.8393,20.20862,32.75784
12oct2003,1.0625,.3455183,292.8967,40.4716,42.55103
13oct2003,1.879167,1.117889,232.3065,16.63587,25.04786
14oct2003,.9,.2797928,339.7431,98.45403,53.24575
15oct2003,1.158333,.5040178,264.1328,31.49501,40.48945
16oct2003,1.129167,.5738453,8.762957,13.20899,18.18436
17oct2003,2.0875,1.437547,279.6118,2.243296,9.92037
18oct2003,1.658333,.88472,242.2486,48.23906,41.32008
19oct2003,1.595833,.9639671,90.33597,16.14195,25.19399
20oct2003,1.541667,.6564841,228.997,75.85391,49.17166
21oct2003,1.1,.4504055,319.2614,32.731,33.6177
22oct2003,1.2375,.6125718,14.19227,22.65346,26.50343
23oct2003,1.879167,1.323845,96.84854,10.61915,15.77273
24oct2003,2.125,1.475047,184.0647,25.33165,27.34601
25oct2003,1.6125,.9533895,266.7981,7.66282,21.34436
26oct2003,1.283333,.7454924,288.1007,20.32081,37.1026
27oct2003,1.754167,1.200204,244.8083,9.519333,22.03794
28oct2003,1.470833,.9152641,242.6846,88.45042,55.65703
29oct2003,1.7125,1.15221,261.2054,44.11977,35.54541
30oct2003,1.783333,1.048871,197.8372,89.97222,49.31045
31oct2003,1.508696,.8293548,239.8935,52.35723,43.0593
01nov2003,.9458333,.6015046,34.25754,10.68912,22.19221
02nov2003,1.258333,.9059982,331.5933,2.215691,4.645008
03nov2003,.8666667,.5346739,46.96644,50.67591,48.71488
04nov2003,1.4625,1.063049,223.8152,44.81678,39.17448
05nov2003,.9458333,.6356869,308.8041,24.49034,35.74175
06nov2003,.7458333,.4406557,336.3823,15.98763,27.92691
07nov2003,1.220833,.9138351,293.8838,39.08819,39.4596
08nov2003,1.804167,1.537005,352.0121,8.496759,14.75566
09nov2003,2.208333,1.94881,163.9947,6.528212,23.94515
10nov2003,1.775,1.443007,188.7516,29.86083,40.02778
11nov2003,1.4125,1.042437,245.5868,35.40585,38.54152
12nov2003,.8708333,.4960489,276.0976,440.7293,95.37886
13nov2003,.7166667,.4396627,295.9746,149.352,64.01833
14nov2003,1.491667,1.156495,235.3975,55.55302,45.20389
15nov2003,1.420833,1.104678,197.2499,17.14112,34.00938
16nov2003,1.291667,1.003969,140.3425,1.764833,8.690054
17nov2003,1.529167,1.132536,160.5793,46.0757,43.00914
18nov2003,.9458333,.5463826,205.8896,29.92224,23.513
19nov2003,1.129167,.7543823,274.2896,39.07317,39.92868
20nov2003,1.3,.900797,204.8372,110.7503,57.92337
21nov2003,.7083333,.3731615,39.66545,95.3488,55.56366
22nov2003,1.483333,1.044979,131.8598,8.931269,18.89756
23nov2003,.8625,.4807775,225.7254,163.6572,66.98511
24nov2003,1.558333,1.35999,258.6882,223.5389,83.6656
25nov2003,1.3375,1.060248,201.5318,105.6032,59.03554
26nov2003,1.720833,1.410687,156.535,9.261483,22.7246
27nov2003,1.083333,.8063294,294.7649,10.76912,16.64712
28nov2003,.8666667,.6086618,306.2607,113.5557,68.02275
29nov2003,1.254167,.9870048,223.6124,88.02898,53.65918
30nov2003,1.241667,.9539695,264.6288,94.75771,57.94091
01dec2003,1.245833,.3468747,286.9838,160.7706,71.41402
02dec2003,1.491667,.6682688,46.55698,4.786408,12.56343
03dec2003,2.116667,1.239554,112.8186,42.32158,45.71557
04dec2003,1.983333,1.11119,98.90063,26.44387,40.54191
05dec2003,1.358333,.4561958,37.00673,139.2567,61.18401
06dec2003,1.491667,.6293655,320.5814,11.41798,30.27634
07dec2003,2.054167,1.199504,178.1028,16.65411,28.34716
08dec2003,1.841667,.9427081,173.3742,24.47608,38.04165
09dec2003,2.058333,1.157769,116.3891,13.64209,28.33716
10dec2003,1.591667,.6217429,325.0522,69.10398,17.46158
11dec2003,1.229167,.4624992,298.6062,80.09074,59.43287
12dec2003,1.508333,.7116717,301.6284,11.14324,22.48072
13dec2003,2.291667,1.485848,121.4649,38.30321,41.15686
14dec2003,1.75,1.000813,222.5494,8.667814,14.66355
15dec2003,1.75,.9000347,179.521,89.5547,61.81184
16dec2003,1.558333,.6859422,254.9221,163.439,67.41254
17dec2003,1.5625,.7908638,275.0784,39.20845,40.67868
18dec2003,1.579167,.8124992,300.2843,30.98401,38.53752
19dec2003,1.520833,.7241718,325.5103,100.8746,61.59194
20dec2003,2.116667,1.310848,217.6106,44.11008,35.76286
21dec2003,1.825,.9421635,215.1179,116.5664,67.63599
22dec2003,2.079167,1.180208,244.9545,16.13326,32.35688
23dec2003,1.491667,.6682688,322.3127,61.78503,49.31956
24dec2003,1.483333,.7116971,316.7751,36.4553,43.86086
25dec2003,2.104167,1.281017,287.5169,19.1785,33.63935
26dec2003,2.516667,1.614529,182.9792,10.76433,25.13177
27dec2003,1.933333,.9938652,172.3508,96.64245,58.19419
28dec2003,1.808333,.9254967,196.7147,113.7507,63.92656
29dec2003,1.979167,1.052034,267.2935,62.05406,45.92422
30dec2003,1.936364,1.063972,219.097,93.19868,53.65099
31dec2003,1.795833,.9187211,248.6888,61.73036,41.55078
01jan2004,1.508333,.9912699,172.2376,20.80953,28.99736
02jan2004,1.358333,.7466378,205.9727,69.38411,44.61415
03jan2004,.9041666,.3479521,337.4381,27.82011,34.05272
04jan2004,.85,.427584,45.59329,174.9211,77.94734
05jan2004,.9875,.5772709,312.3729,75.29652,55.27839
06jan2004,1.286364,.9027019,254.5656,142.1494,71.32866
07jan2004,1.375,.9866173,245.5869,34.97829,42.83282
08jan2004,1.245833,.8624195,67.29733,21.15638,18.28194
09jan2004,1.045833,.6324253,75.65257,55.41008,40.3908
10jan2004,1.391667,.9691017,211.5039,29.64283,40.60487
11jan2004,1.129167,.6577573,229.8971,95.66824,61.01932
12jan2004,1.204167,.6884616,276.0525,48.34874,46.49983
13jan2004,1.35,.9098557,323.5823,34.64527,22.28601
14jan2004,1.25,.8051347,305.9327,88.46226,34.43928
15jan2004,1.426087,1.042673,351.9313,13.9808,13.9787
16jan2004,1.8375,1.424092,128.6339,48.99902,51.43081
17jan2004,1.45,.9709525,241.5066,5.124791,11.33094
18jan2004,1.075,.7090666,336.5549,94.69589,62.8057
19jan2004,1.170833,.7606043,321.5894,33.17632,44.00033
20jan2004,1.625,1.241338,323.3817,9.334748,23.94052
21jan2004,1.641667,1.196801,249.3265,132.7847,59.45555
22jan2004,1.279167,.8957528,298.9091,97.53137,61.56065
28jan2004,1.769565,1.381183,269.7377,61.92621,54.37871
29jan2004,1.470833,1.087419,309.5295,27.29429,39.67895
30jan2004,1.495833,1.082425,283.6139,53.81429,51.99563
31jan2004,2.120833,1.698268,249.5605,7.715611,22.71986
01feb2004,2.341667,1.820117,124.3832,27.01629,38.7844
02feb2004,2.620833,1.998505,119.4035,13.35948,30.53316
03feb2004,1.779167,1.183406,274.2543,53.06903,48.40041
04feb2004,1.854545,1.310546,75.33887,8.13254,13.98271
05feb2004,1.120833,.5818028,86.22449,95.06983,60.13743
06feb2004,1.145833,.5768087,295.9349,22.21943,31.48744
07feb2004,.9416667,.363485,347.8205,33.91246,37.68824
08feb2004,1.454167,.9326166,195.5988,94.21448,54.20619
09feb2004,1.316667,.6943383,246.5524,174.4839,71.5126
10feb2004,1.354167,.8148883,267.691,96.9362,58.00526
11feb2004,1.530435,.9299528,218.3555,24.37305,33.72553
12feb2004,1.220833,.6818028,274.0527,40.29456,46.65788
13feb2004,1.433333,.8643086,237.0758,117.5491,68.35548
14feb2004,1.083333,.4486692,350.035,29.71411,28.63497
15feb2004,1.166667,.6451166,64.50574,29.82928,32.37049
16feb2004,1.879167,1.313321,155.2644,9.655528,24.54321
17feb2004,1.683333,1.087572,262.13,9.47185,17.28128
18feb2004,1.913043,1.263568,220.561,32.83132,40.32076
19feb2004,2.158333,1.513827,137.2022,9.602391,21.61433
20feb2004,1.329167,.6546661,254.7383,85.02366,48.6416
21feb2004,1.175,.4913424,294.8823,78.34869,52.61887
22feb2004,1.728571,1.101545,205.0803,13.9423,24.0105
23feb2004,1.291667,.620345,244.5886,6.498352,10.35056
24feb2004,.9833333,.3875724,44.30419,76.93932,56.06294
25feb2004,1.204348,.6038659,67.71961,45.64039,43.10529
26feb2004,1.308333,.663827,75.90557,38.74551,45.40653
27feb2004,1.958333,1.283833,88.7142,14.09699,30.00883
28feb2004,1.916667,1.140198,196.3822,20.29787,34.71279
29feb2004,1.5125,.7926624,183.7498,38.67421,43.26148
01mar2004,1.283333,.6589535,199.2665,142.2049,60.90534
02mar2004,1.229167,.7253795,263.0759,86.93352,60.26845
03mar2004,1.443478,.9349701,242.6026,5.133059,17.19031
04mar2004,1.183333,.7079677,74.52628,42.64472,34.06306
05mar2004,1.1125,.5143285,232.5955,356.4431,74.12071
06mar2004,1.208333,.6938166,246.5544,44.33152,42.10207
07mar2004,.8916667,.4337814,276.8954,328.8971,87.92984
08mar2004,1.033333,.5311524,289.4056,23.47057,32.70543
09mar2004,1.225,.7983798,27.45527,36.04753,34.28079
10mar2004,1.504545,.9960374,193.343,112.012,61.12217
11mar2004,1.333333,.8579677,271.9892,244.9388,76.74637
12mar2004,1.466667,1.0103,298.8798,39.21177,42.57047
13mar2004,2.0875,1.54481,169.865,63.85629,47.60648
14mar2004,1.333333,.875448,263.2752,205.8983,68.13628
15mar2004,1.308333,.8551458,47.11293,35.52679,33.70251
16mar2004,1.45,1.02338,70.66975,63.16521,48.89615
17mar2004,2.069565,1.638224,172.7333,8.94013,20.36786
18mar2004,2.133333,1.657968,308.7915,21.963,12.67951
19mar2004,2.004167,1.470633,178.2287,61.32582,39.51075
20mar2004,1.366667,.729951,303.0372,253.6392,63.5505
21mar2004,1.2375,.8286082,355.5694,87.25892,54.64989
22mar2004,1.7625,1.260319,249.7455,20.33917,31.9854
23mar2004,1.869565,1.30114,208.1709,44.27632,47.1884
24mar2004,1.8,1.197466,200.5774,61.2403,49.88004
25mar2004,1.595833,.9982687,199.2007,83.04253,59.31982
26mar2004,1.1625,.5349413,217.3191,21.86197,19.81799
27mar2004,1.833333,1.226005,115.5353,17.00199,26.28184
28mar2004,1.047917,.382717,184.6819,158.2304,55.1652
29mar2004,1.645833,1.050841,249.8675,20.12851,32.53535
30mar2004,1.2875,.7190749,21.1937,91.76821,44.0461
31mar2004,.9608696,.4523615,15.96357,118.5281,66.49342
01apr2004,.9958333,.4806198,12.6203,61.97595,54.51728
02apr2004,1.133333,.5881256,16.96935,73.33129,50.38322
03apr2004,1.325,.7059973,335.1637,175.1618,57.34624
04apr2004,1.091667,.5939336,17.12464,71.68672,47.79516
05apr2004,1.9125,1.370471,93.04367,13.37805,27.06297
06apr2004,1.641667,.9470645,244.7279,48.86055,32.84182
07apr2004,1.373913,.7597054,74.27135,28.82656,41.02925
08apr2004,1.179167,.5993151,325.729,80.71204,36.58314
09apr2004,1.704167,1.094321,48.34935,6.161054,9.912675
10apr2004,1.658333,1.103969,19.49786,21.5403,14.08142
11apr2004,1.104167,.6346073,36.71201,49.494,48.02235
12apr2004,1.108333,.5944782,29.92224,175.2571,73.36578
13apr2004,1.334783,.8474948,12.27841,123.5238,65.03242
14apr2004,2.2875,1.673292,219.8586,2.026172,8.091359
15apr2004,2.0625,1.368146,199.1186,106.8276,56.45396
16apr2004,2.045833,1.19758,204.297,56.87284,49.88887
17apr2004,1.608333,.8321272,150.054,16.58637,14.64865
18apr2004,1.720833,.9200542,207.9523,255.6225,77.65188
19apr2004,1.425,.7038304,255.6362,179.6015,47.21245
20apr2004,1.8375,1.228013,129.3258,37.81234,37.59021
21apr2004,1.504348,.8901401,249.396,103.8604,49.17365
22apr2004,1.345833,.8306198,38.57944,67.78195,48.31353
23apr2004,1.825,1.185767,50.3764,11.21173,20.2547
24apr2004,1.5875,1.033135,42.88258,44.80211,38.31805
25apr2004,1.583333,.9915749,244.1774,98.54096,44.06516
26apr2004,1.5375,.9308332,277.5692,171.0502,64.49327
27apr2004,1.541667,1.026205,332.0181,35.37452,32.02422
28apr2004,1.578261,.8362371,206.395,343.1783,94.41088
29apr2004,1.720833,.9837782,220.7781,163.7932,70.75349
30apr2004,1.345833,.7359875,18.09233,35.03506,28.90255
01may2004,1.254167,.8178416,11.10662,47.021,45.95401
02may2004,1.316667,.936973,42.01591,43.00303,45.36765
03may2004,1.9,1.476011,85.65677,19.67626,21.54193
04may2004,1.804167,1.312719,225.3423,114.3613,60.15401
05may2004,2.073913,1.577745,74.34946,23.18224,29.4009
06may2004,1.775,1.07478,202.0068,6.362159,11.06369
07may2004,1.316667,.8248605,40.73297,116.267,59.38555
08may2004,1.766667,1.027296,177.6603,22.10414,23.43404
09may2004,1.7375,.9689248,229.4296,60.04158,34.80949
10may2004,1.741667,1.014632,255.1837,21.71336,20.84074
11may2004,1.729167,1.028699,186.0217,38.75287,30.45051
12may2004,1.543478,.8382895,195.2256,79.87981,52.88817
13may2004,1.6625,1.043485,199.0306,24.6644,38.10223
14may2004,1.241667,.6353577,10.7083,10.43047,13.82849
15may2004,1.1125,.6761748,43.66176,27.0149,35.7759
16may2004,1.975,1.416166,142.7421,11.47406,21.07666
17may2004,1.508333,.8625026,210.9652,55.65982,51.54702
18may2004,1.075,.4984374,25.08769,36.37594,30.38785
19may2004,2.05,1.468716,113.9062,11.1534,23.35595
20may2004,1.245833,.5456135,219.2058,31.77633,38.79603
21may2004,1.38125,.7322403,30.01593,34.64956,23.94534
22may2004,1.454167,.7960001,234.5962,51.00876,17.77464
23may2004,1.145833,.5442984,221.679,83.51752,44.38073
24may2004,1.004167,.5155393,295.5179,36.8551,16.99657
28may2004,.9166667,.4248605,29.06799,68.2032,47.15955
29may2004,1.691667,1.161316,93.62125,23.04455,36.35135
30may2004,1.5125,.910965,138.508,52.86713,45.41813
31may2004,1.229167,.7111521,246.5843,75.20278,46.73817
01jun2004,1.1,.5044085,250.4648,95.27773,55.54156
02jun2004,.9,.4275037,5.411131,20.65863,21.01064
03jun2004,.7875,.3199725,32.67365,34.53565,41.33232
04jun2004,.9166667,.3340294,54.2432,15.8422,26.30944
05jun2004,1.454167,.8196719,89.85054,11.60725,21.46604
06jun2004,.89375,.2346823,215.3742,36.36776,42.35669
09jun2004,1.429167,.7476497,237.021,49.8395,47.92797
10jun2004,1.479167,.8838229,157.2297,4.351831,12.02916
11jun2004,1.675,1.049662,112.7956,24.56925,29.93388
12jun2004,1.395833,.7613385,108.1362,11.67957,18.7991
15jun2004,.8555556,.259964,76.77525,12.69362,18.51429
16jun2004,1.241667,.5601497,166.4753,13.77134,25.2001
17jun2004,.8804348,.2038866,309.806,6.697755,3.114453
18jun2004,1.85,1.224662,313.8994,25.17043,26.84706
19jun2004,1.9375,1.430821,29.79834,95.4583,55.92695
20jun2004,2.383333,1.848171,238.9537,14.73474,23.97073
21jun2004,2.9,2.320542,218.3417,12.41767,26.69764
22jun2004,2.145833,1.592942,299.6634,27.88382,37.90845
23jun2004,2.569565,1.888048,231.0281,75.53019,52.23997
24jun2004,1.73913,1.186487,334.5322,12.12529,24.3599
25jun2004,1.291667,.7090294,26.71724,3.263562,5.913144
26jun2004,1.404167,.7696719,295.5702,26.55067,33.82962
27jun2004,1.566667,.9888033,160.1108,1.72945,1.784906
28jun2004,1.420833,.8413751,52.25999,3.993578,6.734964
29jun2004,1.691667,1.096075,264.4066,25.98151,36.02123
30jun2004,1.673913,.992396,243.565,10.86173,28.6359
01jul2004,1.575,1.123467,80.57135,6.159253,7.673504
02jul2004,.9958333,.5143067,68.65712,35.56414,44.43959
03jul2004,1.383333,.8926498,140.4898,27.40274,33.76006
04jul2004,1.0375,.603448,259.7465,61.34108,47.37697
05jul2004,.8416666,.4872241,73.67281,33.23094,33.6127
06jul2004,1.225,.7732198,241.3134,64.87089,42.82518
07jul2004,1.104348,.7717517,270.4519,52.96307,48.29333
08jul2004,1.129167,.7588388,319.1563,7.090331,11.87955
09jul2004,1.583333,1.183011,77.37066,22.52044,31.90303
10jul2004,1.145833,.7363543,68.49883,11.58998,22.66695
11jul2004,1.4375,1.003448,244.3954,10.30084,14.1708
12jul2004,1.120833,.6424856,272.2098,19.61845,22.47145
13jul2004,1.233333,.7815531,268.6366,21.38895,24.11719
14jul2004,1.008333,.6330366,337.0471,31.55087,29.23279
15jul2004,1.3375,.8859676,295.171,18.15882,25.77798
16jul2004,1.182609,.7010821,303.443,10.81111,14.41864
17jul2004,.7333333,.3238543,22.16578,52.37755,50.3923
18jul2004,1.020833,.6679859,42.82689,20.44502,31.83913
19jul2004,1.695833,1.217486,253.2648,19.21126,28.26394
20jul2004,1.521739,.9841233,231.5295,17.31286,31.96008
21jul2004,1.466667,.9243299,244.5071,83.11031,38.01801
22jul2004,1.2875,.750132,265.8383,44.42939,29.5202
23jul2004,1.045833,.6882119,38.14313,98.8659,61.99777
24jul2004,1.225,.8582216,64.33266,44.16978,43.366
25jul2004,1.05,.7398531,59.52433,33.61474,43.37047
26jul2004,1.354167,.9997242,30.50951,19.59663,30.63461
27jul2004,1.625,1.254424,7.934822,3.3346,7.969244
28jul2004,2.266667,1.810165,151.7638,6.602812,13.75137
29jul2004,2.016667,1.565134,196.9885,23.31821,36.48388
30jul2004,2.195652,1.838031,202.5371,9.522985,27.75891
31jul2004,1.9875,1.496816,248.2551,10.97284,20.39394
01aug2004,1.995833,1.288578,217.3728,28.84736,31.65773
02aug2004,1.633333,.8817824,234.1763,19.56569,28.08807
03aug2004,1.631818,.9068346,103.1878,16.70153,14.12741
04aug2004,.9958333,.4758694,37.00376,87.76583,50.21866
05aug2004,1.175,.6600049,22.51575,131.3281,70.33106
06aug2004,1.5375,.9925108,66.74297,9.409063,13.64945
07aug2004,1.883333,1.286487,250.426,6.970829,18.85092
08aug2004,2.216667,1.676451,213.5089,18.99527,30.56858
09aug2004,1.55,.8842846,245.9922,59.46404,46.43272
10aug2004,1.895652,1.380409,276.1964,58.13853,53.85439
11aug2004,1.625,1.190152,274.9701,55.91404,52.18604
12aug2004,1.391667,.9617871,334.7229,16.60773,30.33686
13aug2004,1.620833,1.160959,60.54259,4.987578,12.4174
14aug2004,1.920833,1.366687,37.67592,22.51768,27.3234
15aug2004,1.5125,1.014985,84.02591,6.165242,14.62718
16aug2004,1.204167,.6196557,214.1513,15.99759,30.64712
17aug2004,1.310417,.6712687,230.9302,29.86991,34.32575
18aug2004,1.804167,1.241502,247.8463,44.66119,35.11926
19aug2004,1.56087,1.045874,350.6242,15.09428,18.77643
20aug2004,2.018182,1.473193,117.2874,1.806465,4.369047
21aug2004,1.125,.5708538,55.82561,6.133007,9.376266
22aug2004,1.266667,.7264514,221.8012,52.34572,45.65302
23aug2004,.8166667,.2321558,82.09984,12.22939,14.99582
24aug2004,1.3875,.8295565,165.0769,48.84631,43.89787
25aug2004,1.478261,.9155964,178.5339,34.83768,34.57714
26aug2004,1.3625,.7235998,198.6627,49.82811,50.06779
27aug2004,1.558333,.889439,211.7184,24.16971,33.63506
28aug2004,.775,.1781532,21.78489,42.67956,39.02912
29aug2004,.7875,.3751009,20.34183,46.80203,43.29053
30aug2004,1.65,1.065489,249.0633,5.529968,15.05433
31aug2004,1.482609,.9246652,86.25104,9.353338,14.79019
01sep2004,2.158333,1.352824,170.1317,5.734972,18.50492
02sep2004,1.870833,1.070292,173.8009,10.92701,25.29918
03sep2004,2.041667,1.211132,172.7748,4.601358,18.05833
04sep2004,1.895833,1.056141,129.1487,9.380683,19.36953
05sep2004,1.5,.7169396,174.516,24.81189,35.69729
06sep2004,1.066667,.320515,228.6547,56.32494,39.85051
07sep2004,.8416667,.1647831,29.75572,49.71139,37.54069
08sep2004,.7541667,.0725621,33.07227,171.327,73.85553
09sep2004,1.1625,.4858643,18.66292,19.26653,27.16637
10sep2004,2.375,1.625669,157.647,6.222816,17.34219
11sep2004,1.85,1.010308,217.4736,11.72234,27.71473
12sep2004,1.854167,1.071106,174.9917,6.8256,20.3834
13sep2004,1.679167,.8518106,175.5849,45.13226,44.99337
14sep2004,1.4,.5992113,185.789,61.01932,53.44788
15sep2004,1.321739,.5162294,200.8263,131.2525,64.31487
16sep2004,1.045833,.3691976,49.44463,5.618407,10.12224
17sep2004,.95,.2433701,57.44548,77.26702,51.76554
18sep2004,2.004167,1.245679,107.7005,15.40084,26.55916
19sep2004,1.679167,.9773107,152.6798,24.12164,38.38837
20sep2004,1.8875,1.141348,154.5738,26.66756,36.11181
21sep2004,2.0375,1.236711,196.8759,18.57566,33.60329
22sep2004,2.23913,1.433621,149.4056,5.905112,14.9321
23sep2004,2.0625,1.261959,189.941,33.0566,38.62042
24sep2004,1.654167,.9048361,248.0988,29.75661,35.28123
25sep2004,1.291667,.5758798,359.1271,14.1799,23.22471
26sep2004,1.7875,1.128345,73.7598,8.455599,14.09947
27sep2004,2.370833,1.667382,107.5436,2.701783,2.972056
28sep2004,1.104167,.5123985,13.86336,162.2928,69.21239
29sep2004,1.541667,.9451777,21.33219,27.00463,32.3502
30sep2004,2.595454,1.918819,177.509,4.425758,12.76982
01oct2004,1.064583,.8110484,207.5336,65.11478,50.22326
02oct2004,.7333333,.5851443,325.1255,54.62822,40.69543
03oct2004,1.095833,.8897731,219.5265,43.45949,43.23006
04oct2004,.51875,.3828969,335.7935,39.84336,36.25624
05oct2004,1.413043,1.303758,220.5057,13.70107,27.25143
06oct2004,1.4875,1.25899,229.7775,12.34742,29.24219
07oct2004,1.391667,1.125425,173.1829,27.32005,38.91931
08oct2004,.95625,.7027152,215.1204,44.66471,46.54363
