date,avg_co,co_resid,wind_power_dir_avg,power_norm,speed_norm
19dec2005,.6666667,.9784481,252.4156,42.69059,48.01847
20dec2005,.775,1.113349,243.7973,30.87277,41.34579
21dec2005,.9854167,1.319044,245.9672,19.91062,35.91715
22dec2005,.7708333,1.052947,208.0342,64.53859,54.37839
23dec2005,.8208333,1.02396,213.6519,56.20218,50.53238
24dec2005,.9479167,1.19088,349.1034,2.473484,5.716346
25dec2005,.25,.5495945,351.8516,94.73283,62.94082
26dec2005,.4354167,.6907154,247.3109,16.23653,26.19109
27dec2005,.8770834,1.109956,180.9394,20.4706,25.88812
28dec2005,.275,.5031518,359.9059,87.89977,57.19787
29dec2005,.3125,.594614,344.4847,30.39218,34.85003
30dec2005,.8818182,1.133938,160.7281,34.77938,37.02535
31dec2005,.5166667,.7596295,262.9816,49.76934,48.8082
01jan2006,.9291667,1.263592,127.8594,35.53429,40.02285
02jan2006,.3625,.6526301,52.40892,58.66636,51.18354
03jan2006,.7354167,1.052114,34.05933,3.984083,1.197957
04jan2006,.4375,.7494765,270.7645,67.38712,45.71553
05jan2006,.25,.6159386,341.5749,67.94721,53.01762
06jan2006,.4625,.8549271,256.2809,38.88431,32.55701
07jan2006,.4270833,.7048775,255.7509,25.93969,30.50406
08jan2006,.73125,1.065676,86.97406,37.56018,33.96653
09jan2006,.2652174,.5553474,302.3257,24.82069,39.11565
10jan2006,.9916667,1.357358,96.48911,14.14785,24.27513
11jan2006,.8916667,1.203643,212.2811,49.35293,41.75141
12jan2006,.70625,.9303837,195.4057,67.97813,56.78875
14jan2006,.5895833,.9163709,339.1472,61.19822,30.98198
15jan2006,.6791667,1.013592,147.7617,57.962,51.65579
16jan2006,1.058333,1.348463,139.0389,20.85455,37.94014
17jan2006,.3479167,.6646141,281.7979,68.30052,53.40911
18jan2006,.5333334,.8943031,260.5496,107.619,55.81982
19jan2006,.76875,.9928837,199.6174,53.93626,48.56546
20jan2006,.3166667,.5754442,29.46539,52.88436,37.9428
21jan2006,.7458333,1.072621,291.5255,7.498113,11.41849
22jan2006,.9708333,1.354252,275.33,.8742252,4.924219
23jan2006,.5729167,.9685227,224.9693,28.16039,33.55712
24jan2006,.3458333,.6625308,265.7753,239.3351,77.74704
25jan2006,.40625,.7672198,305.085,69.68437,51.91161
26jan2006,1.017391,1.334337,190.5296,23.0372,29.29895
27jan2006,.6395833,.8983608,198.3256,98.18678,62.48846
28jan2006,.7416667,.9912872,174.3446,48.86571,47.32966
29jan2006,.4604167,.7666688,249.25,136.2843,64.9036
30jan2006,.29375,.5838801,287.8387,52.03778,48.62046
31jan2006,.5104167,.8761075,250.1542,13.92188,23.38642
01feb2006,.5145833,.8803976,227.1281,68.20324,46.69046
02feb2006,1.118182,1.517138,118.7752,4.22998,11.3434
03feb2006,.9208333,1.289796,256.1315,31.6436,35.91708
04feb2006,.25,.6587989,320.4289,92.52269,61.12332
05feb2006,.25,.7154304,302.0805,66.01556,56.07498
06feb2006,.25,.7276174,285.4505,74.6399,54.51637
07feb2006,.28125,.7289521,310.8752,17.70981,34.45039
08feb2006,.2895833,.7890471,346.267,50.78775,49.24372
09feb2006,.64375,,242.2575,21.31575,30.72094
10feb2006,.6541667,,240.7404,10.34565,19.82968
11feb2006,.2958333,,3.147179,20.84425,33.65389
12feb2006,.25,,311.701,28.16857,39.59688
13feb2006,.775,1.252617,231.1519,70.14924,50.90126
14feb2006,.8583333,,210.3091,64.48615,50.03
15feb2006,.2895833,.6835712,35.51143,92.93855,50.48373
16feb2006,.3826087,.8305587,.6044884,111.7379,49.82222
17feb2006,.28125,,304.828,116.4476,66.32497
18feb2006,.25,.7152815,309.7133,62.84333,53.19763
19feb2006,.4833333,1.005246,247.015,50.65844,50.51967
20feb2006,.6479167,,231.6505,83.40027,57.7154
21feb2006,.7791666,,249.5593,35.28725,32.93853
22feb2006,.8,,260.8879,12.70027,26.33479
23feb2006,.4708333,,297.7109,45.47679,38.12738
24feb2006,.7818182,1.256257,183.3787,62.47115,38.05297
25feb2006,.2791667,.6879655,333.98,84.78287,54.35272
26feb2006,.4791667,1.00108,287.042,20.06922,31.19589
27feb2006,.5041667,,39.39548,63.74334,36.18831
28feb2006,.5020833,.9497854,73.48856,56.00982,51.38857
01mar2006,.6354167,1.196131,77.04861,58.51042,50.82897
08mar2006,.6,1.067902,185.4719,41.28087,44.43994
09mar2006,.5326087,1.00548,205.3743,37.90987,15.26963
10mar2006,.5630435,1.070559,288.2748,14.83519,17.29532
11mar2006,.60625,1.010583,163.2288,87.14934,51.65657
12mar2006,.3520833,.842435,33.80444,74.04056,46.62009
13mar2006,.4104167,.8270853,252.0639,386.6615,84.1424
14mar2006,.25,.815435,283.0186,233.554,84.06916
15mar2006,.5065218,1.067236,315.8835,17.0851,19.8248
16mar2006,.3979167,1.012593,60.4686,143.6395,62.47823
17mar2006,.25,.834682,22.91732,63.03666,54.43793
18mar2006,.4041667,.9306984,9.969452,13.4587,18.69096
19mar2006,.3104167,.89358,24.05691,13.40759,25.48046
20mar2006,.3125,.9003609,60.0232,188.7898,75.50681
21mar2006,.2791667,.893595,44.02183,214.1855,68.20512
22mar2006,.2645833,.7971237,294.8354,29.52743,40.32253
23mar2006,.2608696,.8265524,61.72266,18.16854,33.74759
30mar2006,.4363636,.8798475,169.2252,91.49693,57.58746
31mar2006,.25,.6634897,237.6637,343.0787,88.7248
01apr2006,.275,.7233026,294.2213,23.43016,15.8262
02apr2006,.4,.8402961,154.9724,54.49241,41.40594
03apr2006,.25,.6460004,315.1661,158.7084,58.76217
04apr2006,.25,.6725678,289.4811,92.07973,57.62916
05apr2006,.776087,1.193934,91.45454,5.379712,12.35289
06apr2006,1.029167,1.451982,135.8345,38.04834,42.92998
07apr2006,.3708333,.7636548,19.55578,199.2119,58.58178
08apr2006,.3729167,.8493928,20.95691,125.1111,59.63733
09apr2006,1.045833,1.550768,102.7297,9.320049,17.50992
10apr2006,.9291667,1.29578,185.7092,50.37649,43.49189
11apr2006,.5895833,.8976484,188.855,144.5854,68.48286
12apr2006,.3375,.640844,248.9342,122.9986,56.50619
13apr2006,.873913,1.139525,222.7277,41.73054,24.0951
14apr2006,.53125,.7668681,233.0701,31.99101,35.03069
15apr2006,.2604167,.6146939,61.52304,45.745,44.90426
16apr2006,.3375,.7484088,91.97407,158.9064,63.80192
17apr2006,.25,.6460004,38.31155,109.916,63.58889
18apr2006,.4520833,.8452639,87.32721,48.14655,49.55595
19apr2006,.75,1.053344,135.807,40.74974,35.77617
20apr2006,.65625,.9645629,200.2048,6.569279,16.99741
21apr2006,.6291667,.9074854,256.1143,14.29371,25.66533
22apr2006,.4333333,.7876106,275.3252,51.22987,33.25975
23apr2006,.25,.5757933,327.9906,47.9134,29.88649
24apr2006,.6479167,.9294143,225.7784,3.099476,10.87847
25apr2006,.275,.7903795,24.56222,254.5358,80.79016
26apr2006,.8142857,1.202745,290.1656,7.260449,19.11426
27apr2006,.4145833,.8080117,17.63925,26.52346,20.15975
28apr2006,.7875,1.150934,89.50958,34.14925,39.82615
29apr2006,.925,1.308665,119.916,98.28777,62.59444
30apr2006,.48125,.9215462,133.912,212.0676,81.67223
01may2006,.6520833,.9959752,158.447,41.15904,46.89553
02may2006,.81875,1.159822,328.0521,6.55072,3.629445
03may2006,.9608696,1.212105,216.5859,28.39954,34.39606
04may2006,.25,.5913197,293.799,25.43145,39.01314
05may2006,.25,.5907128,306.1711,20.85663,27.49327
06may2006,.6208333,.9523893,56.4472,15.31519,20.61333
07may2006,1,1.273685,145.87,13.29537,26.03334
08may2006,.8291667,1.058556,178.6622,40.71735,45.98072
09may2006,.7791666,1.035123,182.108,56.6989,49.48245
10may2006,.7708333,1.022069,316.3564,15.57352,14.17982
11may2006,.25,.620707,282.9539,173.1365,74.69647
12may2006,.50625,.9397745,267.8446,51.72339,49.70361
13may2006,.3270833,.7232773,334.2382,2.194633,9.840114
14may2006,.45625,.8444375,37.40868,11.77689,15.26775
15may2006,.25,.5938919,9.703541,76.78833,56.67894
16may2006,.5270833,.8681552,348.5122,9.507317,23.21242
17may2006,.4804348,.7316702,301.5352,22.31583,24.44453
18may2006,.5229167,.8642364,323.9831,67.42817,30.89719
19may2006,.6583334,.9990462,39.80313,8.740582,15.85271
20may2006,.9,1.117053,244.3985,49.51622,37.89671
21may2006,.3166667,.6754668,46.99845,49.10526,45.14052
22may2006,.8583333,1.202225,76.00309,16.83655,25.17482
23may2006,1.220833,1.47679,171.8525,8.984348,21.84581
24may2006,.7916667,1.000201,175.5746,59.65042,49.53874
25may2006,.7020833,.9582876,224.6931,56.75705,48.25422
26may2006,.6195652,.7218701,324.1422,7.174237,11.94332
27may2006,1.25,1.343148,161.1129,38.25145,35.64907
28may2006,.6666667,.7306107,193.517,43.91102,47.896
29may2006,.6583334,.6779817,168.3685,29.52103,34.49391
30may2006,.9,.9462157,197.433,23.6102,28.70563
31may2006,.475,.6835347,13.0175,39.41685,30.82964
01jun2006,.35,.7622417,33.54282,21.14376,32.64223
02jun2006,.56875,.9082968,43.09628,14.73274,22.00298
03jun2006,.3645833,.7376739,34.93608,41.40663,36.09061
04jun2006,.3979167,.7849381,48.73556,20.88303,32.85058
05jun2006,1.104167,1.446892,94.54298,11.09264,15.27778
06jun2006,.9,1.188089,216.3335,57.60791,44.75268
07jun2006,.3545454,.6379132,18.59791,20.80139,22.23491
08jun2006,.4541667,.7425032,54.56137,17.02832,23.5606
09jun2006,.25,.717363,25.95117,125.263,70.21487
10jun2006,.25,.7375934,33.69115,43.75734,44.41655
11jun2006,.25,.7648376,27.75216,47.21507,47.9724
12jun2006,.25,.720542,24.34679,31.57803,41.71196
13jun2006,.56875,.9807439,54.98996,11.86935,20.14384
14jun2006,1.095833,1.460405,83.16038,14.44911,22.57825
15jun2006,.9681818,1.256518,165.1939,17.091,28.00873
16jun2006,.7541667,.9266734,196.6524,68.42838,55.17113
17jun2006,.5666667,.7300165,201.5949,123.1545,65.61587
18jun2006,.5520833,.9391048,212.755,43.70847,44.31097
19jun2006,.3645833,.6261047,277.6095,101.2101,53.49271
20jun2006,.7354167,1.10471,99.86378,15.25856,21.38193
21jun2006,.6520833,.8496155,238.7011,46.77697,40.76562
22jun2006,.6208333,.9091699,293.612,11.36965,19.02852
23jun2006,.25,.6322475,21.78328,51.42359,50.59894
24jun2006,.5916666,.9220566,89.2963,11.05397,16.49616
25jun2006,.5458333,.9755555,51.42831,14.79815,22.39318
26jun2006,.25,.6354265,358.1178,51.8934,45.56124
27jun2006,.6583334,1.027627,276.512,6.430838,15.75073
28jun2006,.6666667,1.031239,295.2655,27.57504,28.55574
29jun2006,.7826087,1.15215,92.1572,4.842731,8.402287
30jun2006,1.120833,1.379176,152.3432,5.966518,16.16754
01jul2006,.75,.9445785,228.4363,113.6568,59.57116
02jul2006,.7645833,1.101629,247.5738,30.69708,39.12373
03jul2006,.9854167,1.278167,204.4187,11.46446,21.77129
04jul2006,.325,.7255219,32.06936,32.66613,26.16086
05jul2006,.4770833,.8728842,60.48322,18.13108,26.47528
06jul2006,.5760869,.9768566,34.56261,27.60281,24.37792
07jul2006,1.1375,1.427071,179.0161,6.427427,14.32591
08jul2006,.625,.9054141,224.4741,23.2119,36.96229
09jul2006,.3583333,.6095434,233.3605,51.04528,48.82267
10jul2006,.25,.6239545,50.3559,32.39476,41.75557
11jul2006,.4729167,.8734385,23.51295,4.645695,11.43631
12jul2006,.2708333,.6666343,32.49674,11.2466,26.98576
13jul2006,.9125,1.232065,108.6253,12.29825,20.91691
14jul2006,.7395833,.9433188,254.3074,5.7087,12.47946
15jul2006,.4791667,.6737452,250.5528,8.268184,18.22064
16jul2006,.5541667,.8053768,209.8294,33.10155,39.86412
17jul2006,.5270833,.7339978,215.0734,70.41487,54.12192
18jul2006,.2708333,.5901508,41.05269,77.23449,51.1989
19jul2006,.7583333,.9870942,170.5315,21.10883,26.51122
20jul2006,.8458333,1.165398,173.9438,24.5626,22.47131
21jul2006,.375,.7457755,28.3423,50.90416,43.71474
22jul2006,.4791667,.8407853,2.99588,20.80692,27.2278
23jul2006,.7,1.11825,84.98572,7.889926,14.8989
24jul2006,.6479167,.8548311,229.5064,66.12831,50.70549
25jul2006,.675,.9084818,209.0519,49.20655,47.11119
26jul2006,.8208333,1.13543,218.4039,31.29866,41.88111
27jul2006,.8729166,1.192482,203.6482,10.36789,21.17249
28jul2006,.7522727,.9560082,264.0563,12.25139,24.8702
29jul2006,.8208333,1.015412,224.3675,10.24162,21.40306
30jul2006,.6125,.8637101,182.6721,14.5878,28.60227
31jul2006,.6354167,.8423311,210.8772,40.9183,45.13338
01aug2006,.46875,.7372621,216.1904,44.40498,48.36292
02aug2006,.5326087,.7963998,226.307,84.75422,56.11292
03aug2006,.6583334,1.012929,1.847796,14.45315,14.69339
04aug2006,.66875,.9075158,54.91981,24.79666,19.11883
05aug2006,1.341667,1.657111,174.0143,12.96553,23.8333
06aug2006,.7625,1.134576,191.9065,21.591,23.40817
07aug2006,.4891304,.8169108,54.33485,25.53343,30.97421
08aug2006,.25,.6855522,65.6469,34.37395,42.39405
09aug2006,.7520834,1.10171,165.9246,11.26496,26.25984
10aug2006,.3869565,.8227565,72.299,23.28411,27.47256
11aug2006,.2791667,.6849725,58.92203,60.12093,50.29117
12aug2006,.5875,.9841489,91.30413,17.64497,32.67231
13aug2006,.7979167,1.169993,181.4555,12.60218,29.12098
14aug2006,.3,.6277804,298.4802,30.22194,32.21022
15aug2006,.61875,.9730977,108.5277,4.853712,4.425996
16aug2006,.8166667,1.166293,92.21539,14.37856,25.49566
17aug2006,.9291667,1.283762,171.3657,8.000716,16.63288
18aug2006,.7636364,1.088238,198.7797,1.579607,6.487823
19aug2006,.2979167,.6945656,6.207643,33.55512,24.34622
20aug2006,.3604167,.8136972,30.5355,31.5127,35.70505
21aug2006,.80625,1.13403,133.2522,2.067883,5.06124
22aug2006,.4291667,.7835144,288.7589,8.102411,14.10209
23aug2006,.7875,1.137127,192.2343,15.8443,22.49994
24aug2006,.5304348,.8850303,185.667,23.56376,29.80427
25aug2006,.573913,.8985144,201.9231,23.45345,34.00713
26aug2006,.5458333,.9424823,206.0033,11.6781,23.55914
27aug2006,.25,.7032804,37.03627,36.60316,41.52595
28aug2006,.25,.7016855,48.25421,76.84031,53.3702
29aug2006,.25,.8133684,19.56969,51.91183,48.18967
30aug2006,.25,.7235318,35.04848,85.17094,53.87384
31aug2006,.25,.7285007,55.97935,67.97693,55.90815
01sep2006,.26875,.5119296,62.58525,55.02702,52.34528
02sep2006,.2875,.5215227,63.77544,16.9242,30.76645
03sep2006,.68125,.9292036,116.761,7.895833,12.01709
04sep2006,.3645833,.6109419,66.4146,1.923073,4.186297
05sep2006,.5354167,.8083426,74.56326,.5192345,1.974784
06sep2006,.6541666,.879671,81.4645,2.388308,5.376188
11sep2006,.9145833,1.246057,98.23826,24.90938,35.93721
12sep2006,.7770833,1.050009,266.2343,7.018698,13.89206
13sep2006,.25,.6033205,329.5804,50.51942,45.94983
14sep2006,.5326087,.8057825,24.63933,8.320433,18.82538
15sep2006,1.329167,1.529646,111.9228,14.61169,23.16896
16sep2006,.725,.9163221,173.6746,46.38473,48.238
17sep2006,.6458333,.8125824,189.2285,49.98082,48.08149
18sep2006,.40625,.6526086,266.3726,50.29318,42.11907
19sep2006,.3291667,.7165954,269.142,53.83928,49.61285
20sep2006,.6979167,1.051237,308.7529,16.24287,27.79028
21sep2006,1.091667,1.449956,163.5743,23.45165,31.92017
22sep2006,.7173913,.9605709,144.0911,73.9892,54.00974
23sep2006,.8125,1.046523,223.1492,14.38215,27.4526
24sep2006,.5041667,.8799364,290.8914,22.23634,29.66315
25sep2006,.6229167,.8692753,261.6521,30.94117,32.50636
26sep2006,.9217391,1.194665,213.8732,3.878674,8.723984
27sep2006,.3708333,.7241538,288.057,35.35432,31.55158
28sep2006,.36875,.7564266,348.1634,28.72775,34.05125
29sep2006,.9666666,1.324349,198.5996,35.87767,38.46763
30sep2006,.825,1.144138,224.4132,10.03743,21.35507
01oct2006,1.054167,1.157536,174.7835,12.74582,14.28259
02oct2006,.7395833,.7174521,157.5768,13.03709,30.01351
03oct2006,.9708333,.9752695,184.4991,32.19672,36.23141
04oct2006,.3479167,.4288363,19.85175,141.2669,44.37207
05oct2006,.2840909,.5271829,56.80683,104.9519,60.07226
06oct2006,.9583333,1.171431,89.75144,14.40131,19.45211
07oct2006,1.354167,1.52872,173.0121,10.86201,27.54622
08oct2006,1.154167,1.300236,212.0884,16.70009,28.09773
09oct2006,.74375,.9306394,18.8433,68.31569,38.1923
10oct2006,.3333333,.5761775,39.34278,42.05773,39.93071
11oct2006,.5645833,.8027064,267.5306,100.6814,53.60984
12oct2006,.40625,.7421536,259.7742,145.5998,70.25501
13oct2006,.4416667,.7194024,254.1058,234.7792,81.06345
14oct2006,.4875,.7560788,270.48,52.10884,47.19605
15oct2006,.8625,1.123072,209.317,15.06139,29.77283
16oct2006,.7583333,.97461,141.2658,50.39218,46.7622
17oct2006,.7875,1.030344,243.8144,14.67368,22.4034
18oct2006,.7772727,.9860085,303.0404,12.56534,17.4131
19oct2006,.25,.5859036,317.8082,32.8297,40.52757
20oct2006,1.05625,1.269348,214.9133,16.86186,30.28776
21oct2006,.8416666,1.045607,203.0968,12.35919,24.12737
22oct2006,.25,.5752104,295.1834,76.54415,56.62022
23oct2006,.3208333,.6299217,276.5112,31.7507,43.66435
24oct2006,.81875,1.126232,308.8071,10.32498,20.81746
25oct2006,1.758333,2.061095,129.749,5.5684,16.4945
26oct2006,.9916667,1.32757,118.4769,29.6427,40.36118
27oct2006,.3173913,.595127,27.90483,53.63245,44.06399
28oct2006,.3166667,.5852455,289.7151,163.9405,70.0443
29oct2006,.7375,.9980724,252.205,20.5355,29.91009
30oct2006,.6833333,.7851073,197.5965,138.2051,67.90937
31oct2006,.3645833,.5780401,277.1492,76.1752,51.84694
01nov2006,.4416667,.7017055,273.3265,19.51622,35.28448
02nov2006,.5854167,.8994176,283.1093,83.06381,52.45763
03nov2006,1.083333,1.318347,256.2626,13.82243,24.84515
04nov2006,.8166667,1.01435,198.6627,52.46015,49.17794
05nov2006,.8791667,1.133481,192.9333,15.85133,31.91426
06nov2006,1.020833,1.166214,182.64,19.79598,32.56742
07nov2006,1.025,1.196948,110.5675,1.354777,6.031721
08nov2006,.8583333,.9961732,203.4229,46.70769,44.98225
09nov2006,.5916667,.6493599,171.0178,4.284426,4.844471
10nov2006,.25,.4568398,29.38946,175.5329,70.42484
11nov2006,.25,.4758565,342.9675,80.89291,54.46514
12nov2006,.7833334,1.065821,155.5563,16.8174,23.36674
13nov2006,.7395833,.9777757,185.9971,18.97172,23.88457
14nov2006,.7104167,.9470028,45.3512,5.120235,13.8855
15nov2006,.4541667,.6860319,41.59104,200.262,72.63644
16nov2006,.25,.5150076,11.18996,291.2521,83.25232
17nov2006,.823913,1.058926,270.2065,13.72992,25.15199
18nov2006,.7729167,.9987732,352.1289,15.22283,22.66833
19nov2006,.3395833,.6220714,348.3185,62.02264,49.79412
20nov2006,.9166667,1.154859,341.2618,4.45339,10.3426
21nov2006,.9291667,1.165753,188.5161,35.86787,43.33907
22nov2006,1.058333,1.225561,177.1684,19.38452,33.84706
23nov2006,1.220833,1.393029,146.2123,3.024738,13.36208
24nov2006,.8666667,.9794812,184.3811,30.17405,37.53632
25nov2006,1.108333,1.241378,194.2771,11.01726,29.61067
26nov2006,.7666667,.9269558,194.2848,15.16718,33.0994
27nov2006,.8818182,.9978116,195.4548,20.33382,34.81479
28nov2006,.41875,.5613108,185.257,131.3522,70.67011
29nov2006,.5083333,.6461732,216.8661,24.17429,21.74358
30nov2006,.25,.5150076,2.169021,82.28687,58.16219
01dec2006,.3375,.6093181,.7680708,117.2496,37.96846
02dec2006,.5104167,.8295605,240.6163,46.88148,44.15078
03dec2006,.2791667,.654942,265.8777,51.20926,49.83519
04dec2006,.4625,.7939797,245.3462,78.86287,52.06013
05dec2006,.5395833,.8411478,196.8354,44.60356,37.53125
06dec2006,.3270833,.6239268,280.4101,72.48615,49.00139
07dec2006,.2608696,.6191645,310.1372,117.8509,62.69632
08dec2006,.6729167,1.001217,221.769,57.84518,50.4375
09dec2006,.54375,.8064111,208.0084,93.62648,62.76336
10dec2006,.4541667,.7244661,200.1017,76.27297,58.69493
11dec2006,.71875,.9165801,181.4905,27.90585,39.86168
12dec2006,.6136364,.8380339,207.8057,56.55368,47.63032
13dec2006,.7354167,.9550932,246.5121,65.23631,48.95815
14dec2006,.7375,.9621453,218.7605,54.51315,50.17881
15dec2006,.6166667,.8394914,266.5957,54.57268,40.60931
16dec2006,.6833333,.8041896,187.1404,60.40709,49.36413
17dec2006,.325,.5024878,314.6062,8.032616,18.56036
18dec2006,.3729167,.5989204,336.7041,15.70448,25.89947
19dec2006,1.033333,1.285904,240.0552,5.40168,20.67985
20dec2006,1.233333,1.481184,152.6922,4.528023,17.60397
21dec2006,1.121739,1.346385,94.78892,24.62279,36.08352
22dec2006,.8833333,1.013346,239.8554,102.2584,45.81524
23dec2006,.45,.6636678,258.0205,151.2484,68.79133
24dec2006,.775,1.045299,214.562,11.4134,27.01195
25dec2006,.4979167,.7239204,354.8258,44.48,31.54704
26dec2006,.475,.7765644,306.597,38.31659,38.31034
27dec2006,.8708333,1.118683,198.7424,23.45974,36.47116
28dec2006,.9604167,1.185062,164.8009,10.30038,23.5382
29dec2006,1.729167,1.85918,139.9264,3.572675,14.66047
30dec2006,1.254167,1.439661,86.81332,12.69216,25.01682
31dec2006,.5729167,.7504045,157.3015,69.88785,41.432
01jan2007,.3708333,.7244831,266.8532,79.09094,47.15493
02jan2007,.9375,1.317717,208.9271,26.03107,33.29155
03jan2007,.6375,.9848226,199.9334,83.50887,59.52936
06jan2007,.6958333,1.037147,273.647,31.71088,33.34907
07jan2007,.7020833,1.100029,231.1425,24.20384,32.27313
08jan2007,.5456522,.8993019,253.315,100.2094,59.07837
09jan2007,.25,.6792105,290.7992,184.1434,72.96871
10jan2007,.6541666,1.078656,182.2795,65.1215,37.881
11jan2007,.53125,.8835414,196.6305,201.6984,82.98868
12jan2007,.4545455,.7768427,327.4581,9.706449,11.29059
13jan2007,.25,.6403072,24.32805,78.58363,56.90984
14jan2007,.25,.6969388,47.19928,52.52658,47.12427
15jan2007,.25,.6526431,327.3051,55.8166,48.17368
16jan2007,.2854167,.7711098,312.054,48.73472,49.13743
17jan2007,.6854167,1.166389,194.3896,25.36415,30.37714
18jan2007,.5270833,.9565417,229.3911,54.04217,47.2481
19jan2007,.3304348,.7863815,266.158,86.31161,57.06369
20jan2007,.7166667,1.163457,354.3916,1.445748,2.791112
21jan2007,.85,1.296939,107.8515,22.08033,27.69102
22jan2007,.5625,.9651431,261.6653,28.22731,34.61789
23jan2007,.39375,.8794431,242.7884,80.909,52.26936
24jan2007,.2934783,.7744504,282.4786,26.16348,39.6581
25jan2007,.4791667,.9651076,309.7138,42.74006,42.01186
26jan2007,.6708333,1.021304,216.6674,87.72907,58.8008
27jan2007,.3625,.7528072,270.6942,63.92651,52.21668
28jan2007,.2854167,.788838,282.1483,91.87574,59.58995
29jan2007,.6541666,1.113292,227.9175,46.11227,42.71573
30jan2007,.2708333,.7565265,265.209,89.65597,62.42141
31jan2007,.6541667,1.135139,211.8639,43.03202,46.34682
01feb2007,.5979167,1.011859,245.1379,59.21326,53.0364
02feb2007,.5804348,.964383,249.4982,92.96351,58.32046
03feb2007,.35,.7247913,258.006,229.1028,75.45174
04feb2007,.25,.6814228,273.0466,123.2654,67.02915
05feb2007,.29375,.6808771,276.0132,47.98036,48.35171
06feb2007,.875,1.288695,308.9084,5.614279,10.03496
07feb2007,.5020834,.9110569,266.8181,41.34604,45.94589
08feb2007,.4652174,.8791597,260.3828,55.02372,50.77252
09feb2007,.5020834,.8860316,271.8013,32.37419,40.59774
10feb2007,.5083333,.8831246,256.4684,41.9207,46.99937
11feb2007,.7708333,1.202256,215.6765,23.8082,37.32117
12feb2007,.5875,.9746271,49.75688,82.01163,48.48526
13feb2007,.25,.6636946,39.11086,355.2377,97.34786
14feb2007,.4375,.8464736,331.8786,56.3889,49.48959
15feb2007,.4479167,.861859,286.7343,46.10775,47.67655
16feb2007,.6854166,1.069365,204.4473,73.45263,53.2608
17feb2007,.3895833,.7643746,314.201,37.13321,31.61615
18feb2007,.4395833,.8710061,287.0004,27.71549,30.95003
19feb2007,.6083333,.8899845,195.5516,102.5452,58.87718
20feb2007,.9083334,1.188378,255.6948,2.819098,10.46762
21feb2007,1.004167,1.279491,212.8478,28.54493,36.30724
22feb2007,.2916667,.6001331,287.1558,124.5987,62.23011
23feb2007,.4,.7839482,76.11101,52.88234,44.15131
24feb2007,.4916667,.8099753,88.67339,184.7344,80.44319
25feb2007,.6125,.9384469,138.8624,66.98689,43.00906
26feb2007,.6833333,1.013978,235.145,88.81052,62.28367
27feb2007,.6416667,.9988786,258.8841,18.24942,29.48989
28feb2007,.8208333,1.173324,99.19736,66.55898,46.77055
01mar2007,.7333333,1.034777,143.8782,58.91518,34.73328
02mar2007,.5208334,.8694499,231.6613,429.1279,103.2571
03mar2007,.35625,.7521922,264.5091,90.15835,60.907
04mar2007,.4604167,.8565078,247.8579,113.3537,64.43565
05mar2007,.28125,.6330455,352.9821,47.74153,38.27717
06mar2007,.8,1.234846,118.209,21.84527,30.72877
07mar2007,.526087,.9562115,22.46852,25.58149,30.61315
08mar2007,1.295833,1.625451,153.3846,7.255477,21.05623
09mar2007,.9458333,1.152645,198.8947,28.32614,36.47557
10mar2007,.4520833,.714376,284.778,41.25802,41.55849
11mar2007,1.129167,1.448091,193.1815,8.842788,19.81149
12mar2007,.8291667,1.00977,221.1273,48.29271,44.31404
13mar2007,.7458333,.8678885,219.2445,75.09471,52.90792
14mar2007,.3625,.5649496,9.82102,111.0136,28.18919
15mar2007,.25,.5796174,22.73053,109.3979,60.98844
16mar2007,.3434783,.6920947,359.2993,69.8541,50.86988
17mar2007,.5770833,.9165429,353.2481,25.74843,28.53052
18mar2007,.8229167,1.170015,185.595,23.14376,23.52337
19mar2007,.4145833,.6245739,214.6055,56.18782,38.02547
20mar2007,.44375,.7731195,43.95948,67.82416,48.7589
21mar2007,.6604167,.7777508,181.6314,101.3329,54.54969
22mar2007,.5354167,.7428351,226.8998,55.62749,23.90476
23mar2007,1.340909,1.612359,98.21129,11.61418,27.5584
24mar2007,.9479167,1.116184,216.1277,2.116494,7.106668
25mar2007,.8125,.9095827,185.7297,85.97366,51.73122
26mar2007,.61875,.671537,228.2774,75.07054,54.5155
27mar2007,.475,.5970551,12.25891,20.01579,11.4039
28mar2007,.4895833,.7860583,66.35376,57.10162,50.11674
29mar2007,.7833334,.9907518,79.62161,42.51388,46.71581
30mar2007,.6195652,.8263767,26.71382,19.04637,32.00766
31mar2007,.9354167,1.103684,118.1994,51.08186,41.93383
01apr2007,.4770833,.8671902,227.7865,187.4524,68.6543
02apr2007,.69375,1.010174,242.5196,35.41154,34.4722
03apr2007,.65,.9929913,251.9078,85.06866,29.52547
04apr2007,.25,.7594626,277.2636,235.7333,85.0871
05apr2007,.2708333,.7362714,300.1046,136.0657,69.52986
06apr2007,.2604167,.7448539,311.6288,106.9778,63.57317
07apr2007,.25,.7252803,296.8214,90.92952,60.22727
08apr2007,.5145833,1.046495,349.8049,7.310431,11.02907
09apr2007,.9229167,1.36154,215.9326,7.177017,19.85996
10apr2007,.84375,1.280767,89.27923,63.02481,40.33589
11apr2007,.5818182,1.042287,77.43965,135.8404,61.31848
12apr2007,.38125,.8956814,277.5109,79.16212,56.51928
13apr2007,.59375,1.00102,281.1609,14.36751,18.38337
14apr2007,.8041667,1.230454,58.24137,50.72007,35.6783
